67	067																																																1																																																														1																																																	
68	068																						1																										1																																																																																																															
69	069																						1																																																				1																																																																			1																		
70	070																						1																1																																																																																																																									
71	071																																						1																		1																																																																																																							
72	072																																						1																		1																																																																																																							
73	073																																																								1																			1																																																			1																																	
74	074																															1																																																																																																																																
75	075																															1																																																																																																																																
76	076																															1																																												1																																																																																				
77	077																															1																																																																																																																																
78	078																															1																																												1																																																																																				
79	079																																												1																																																																																																																			
80	080																																												1																1																																																																																																			
81	081																																												1																							1																																																																																												
82	082																																												1																																																																																																																			
83	083																																												1																																																																																																																			
84	084																																												1																																																																																																																			
85	085																																												1																																																																																																																			
86	086																																												1																																																																																																																			
87	087																																												1																																																																																																																			
88	088																																												1																																																																																																																			
89	089																																												1																																																																																																																			
90	090																																												1																															1																																															1																																					
91	091																																												1																																																																														1																																					
92	092																																												1																																																																														1																																					
93	093																																												1																							1																																																																																												
94	094																																												1																							1																																																																																												
95	095																																																												1							1																																																																																												
96	096																																																																			1																																																																																												
97	097																																																																			1																																																																																												
98	098																																																																			1																																																																																												
99	099																																																																			1																																																																																												
100	100																																																																			1																																																																																												
101	101																																																																			1																																																																																												
102	102																																																																			1																																																																																												
103	103																																																																			1		1																																																																																										
104	104																																																																			1																																																																																												
105	105																																																																			1																																																																																												
106	106																																																																			1																																																																																												
107	107																																																																			1																																																																																												
108	108																																																																			1																																																																																												
109	109																																																																											1																																1															1																																					
110	110																		1																																																									1																																1																																																				
111	111																																																																											1																																																																																				
112	112																																																																																																								1			1																																																				
113	113																																																																																																											1															1																																					
114	114							1																																																												1																																																							1																									1												
115	115																																																																																																																																																			1												
116	116							1																																																																																																																																																								
117	117							1																						1																																																	1																														1																																																			
118	118																													1																																																																																																																																		
119	119																													1																																																																															1																																																			
120	120																																																																		1																																											1								1														1																										1		
121	121																																				1																																																										1																																																																	
122	122																																				1																																																																																																																											
123	123																																				1																																																																																					1																																						
124	124																																																																																																																									1																																						
125	125																																																																																																																									1																																						
126	126																	1																																																																																																								1																																						
127	127																																																																																	1																																								1																																						
128	128																																																														1								1											1		1											1																																																							1	1									
129	129																		1																																																													1					1																		1																																																									
130	130																																																																											1										1																																									1																																	
131	131																																																																																					1																													1																															1														
132	132																																						1																																																													1																																										1																		
133	133																																																																								1																																		1																																			1																		
134	134																																																																								1																																		1																																																					
135	135																																																																																																										1																																																					
136	136																																																																																																										1																																																					
137	137																																																																								1																											1							1																								1																													
138	138																										1																																																																								1																									1						1																														
139	139																																														1																																																		1															1																						1																										
140	140											1																												1																																					1																										1									1																																																
141	141											1																																																																																											1																																																									
142	142											1																																																																																																																																																				
143	143											1																																																																																																																																																				
144	144											1	1																																																																1								1			1																																																								1															1	
145	145					1																																																																																																																1																																										
146	146																																																																												1																																																																																			
147	147																																																																												1																																																																																			
148	148																																								1																																				1																																								1																																								1			
149	149																																													1																																			1							1																																															1																			1						
150	150																																																																																			1				1																																																					1																			
151	151																			1											1																	1		1																																																																					1		1								1							1																	1							
152	152																																																																																								1																																									1																														1
153	153																																															1																																																																																																																
154	154				1																																											1																																																					1																									1																																		
155	155									1																									1																																											1																																																												1					1																	
156	156	1																																																																															1																							1																																			1																					
157	157																																																						1																																																																														1																			1								
158	158																1					1																																1																													1																																																																													
159	159																1																																			1																																																																									1																																			
160	160															1	1																																																																																																																																															
161	161																									1																										1																																																																																																												
162	162																									1																																																																																																																																						
163	163																									1																																																																																																																																						
164	164															1										1																																																																1																																																																						
165	165																									1																																																																																																																																						
166	166															1										1																																																																																																																																						
167	167																																																															1																												1				1																																																																
168	168																																																																																									1																																																																						
169	169			1																															1																																														1																																																																															
170	170										1																											1																																																																																																				1																						
171	171																																			1								1																																																										1																																																										
172	172																																			1																																																																																																					1	1																						
173	173																																											1																						1																																																																							1																							
174	174																				1				1								1																		1																																										1																																																								1											
175	175														1																																																																														1																																												1																							
176	176		1																																																																																				1						1																																																								1											
177	177																																																																																												1																																																																			
178	178	1												1																																																																																																				1																																						1								
179	179																																																															1																																																																																																
180	180																				1				1																																																																																																																												1											
